name,rank,trait,trait_value,trait_prob
microbrotula,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
microcalanus,genus,thermal_tolerance_range,0-2.5C,1
microcanthus,genus,thermal_tolerance_range,5-7.5C,1
microchirus,genus,thermal_tolerance_range,0-2.5C,0.2857142857142857
microchirus,genus,thermal_tolerance_range,5-7.5C,0.14285714285714285
microchirus,genus,thermal_tolerance_range,7.5-10C,0.5714285714285714
microcosmus,genus,thermal_tolerance_range,0-2.5C,0.125
microcosmus,genus,thermal_tolerance_range,10-15C,0.25
microcosmus,genus,thermal_tolerance_range,2.5-5C,0.25
microcosmus,genus,thermal_tolerance_range,5-7.5C,0.375
microcottus,genus,thermal_tolerance_range,2.5-5C,1
microdaphne,genus,thermal_tolerance_range,2.5-5C,1
microdesmus,genus,thermal_tolerance_range,0-2.5C,0.5
microdesmus,genus,thermal_tolerance_range,5-7.5C,0.5
microdrillia,genus,thermal_tolerance_range,>15C,1
microeulima,genus,thermal_tolerance_range,0-2.5C,1
microeuraphia,genus,thermal_tolerance_range,0-2.5C,0.5
microeuraphia,genus,thermal_tolerance_range,2.5-5C,0.5
microfragum,genus,thermal_tolerance_range,2.5-5C,0.5
microfragum,genus,thermal_tolerance_range,5-7.5C,0.5
microgadus,genus,thermal_tolerance_range,5-7.5C,1
microgastra,genus,thermal_tolerance_range,7.5-10C,1
microgaza,genus,thermal_tolerance_range,0-2.5C,1
micrognathus,genus,thermal_tolerance_range,0-2.5C,0.14285714285714285
micrognathus,genus,thermal_tolerance_range,2.5-5C,0.8571428571428571
microgobius,genus,thermal_tolerance_range,0-2.5C,0.14285714285714285
microgobius,genus,thermal_tolerance_range,2.5-5C,0.35714285714285715
microgobius,genus,thermal_tolerance_range,5-7.5C,0.42857142857142855
microgobius,genus,thermal_tolerance_range,7.5-10C,0.07142857142857142
microjassa,genus,thermal_tolerance_range,0-2.5C,1
microlipophrys,genus,thermal_tolerance_range,2.5-5C,0.75
microlipophrys,genus,thermal_tolerance_range,5-7.5C,0.25
microlophichthys,genus,thermal_tolerance_range,0-2.5C,1
micromesistius,genus,thermal_tolerance_range,10-15C,0.5
micromesistius,genus,thermal_tolerance_range,5-7.5C,0.5
micrometrus,genus,thermal_tolerance_range,5-7.5C,1
micromussa,genus,thermal_tolerance_range,2.5-5C,1
micronephthys,genus,thermal_tolerance_range,10-15C,1
micropagurus,genus,thermal_tolerance_range,2.5-5C,1
micropanope,genus,thermal_tolerance_range,2.5-5C,1
microphiopholis,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
microphiopholis,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
microphiopholis,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
microphis,genus,thermal_tolerance_range,0-2.5C,0.25
microphis,genus,thermal_tolerance_range,2.5-5C,0.75
microphotolepis,genus,thermal_tolerance_range,0-2.5C,1
micropogonias,genus,thermal_tolerance_range,10-15C,0.5
micropogonias,genus,thermal_tolerance_range,5-7.5C,0.5
micropora,genus,thermal_tolerance_range,0-2.5C,1
microporella,genus,thermal_tolerance_range,0-2.5C,0.25
microporella,genus,thermal_tolerance_range,10-15C,0.25
microporella,genus,thermal_tolerance_range,2.5-5C,0.25
microporella,genus,thermal_tolerance_range,5-7.5C,0.25
microprosthema,genus,thermal_tolerance_range,0-2.5C,0.4
microprosthema,genus,thermal_tolerance_range,10-15C,0.2
microprosthema,genus,thermal_tolerance_range,5-7.5C,0.2
microprosthema,genus,thermal_tolerance_range,7.5-10C,0.2
microprotopus,genus,thermal_tolerance_range,2.5-5C,0.5
microprotopus,genus,thermal_tolerance_range,5-7.5C,0.5
micropyga,genus,thermal_tolerance_range,>15C,0.5
micropyga,genus,thermal_tolerance_range,0-2.5C,0.5
microscleroderma,genus,thermal_tolerance_range,2.5-5C,0.5
microscleroderma,genus,thermal_tolerance_range,7.5-10C,0.5
microsetella,genus,thermal_tolerance_range,7.5-10C,1
microspathodon,genus,thermal_tolerance_range,0-2.5C,0.5
microspathodon,genus,thermal_tolerance_range,2.5-5C,0.5
microspio,genus,thermal_tolerance_range,7.5-10C,1
microstoma,genus,thermal_tolerance_range,10-15C,1
microstomus,genus,thermal_tolerance_range,>15C,0.25
microstomus,genus,thermal_tolerance_range,2.5-5C,0.25
microstomus,genus,thermal_tolerance_range,5-7.5C,0.25
microstomus,genus,thermal_tolerance_range,7.5-10C,0.25
microtis,genus,thermal_tolerance_range,2.5-5C,1
microtylostylifer,genus,thermal_tolerance_range,0-2.5C,1
microvoluta,genus,thermal_tolerance_range,0-2.5C,0.2
microvoluta,genus,thermal_tolerance_range,10-15C,0.2
microvoluta,genus,thermal_tolerance_range,2.5-5C,0.2
microvoluta,genus,thermal_tolerance_range,5-7.5C,0.4
micrura,genus,thermal_tolerance_range,0-2.5C,1
miersiella,genus,thermal_tolerance_range,10-15C,1
miichthys,genus,thermal_tolerance_range,10-15C,1
millardiana,genus,thermal_tolerance_range,2.5-5C,1
millepora,genus,thermal_tolerance_range,0-2.5C,0.16666666666666666
millepora,genus,thermal_tolerance_range,2.5-5C,0.8333333333333334
millerigobius,genus,thermal_tolerance_range,0-2.5C,1
milneria,genus,thermal_tolerance_range,5-7.5C,0.5
milneria,genus,thermal_tolerance_range,7.5-10C,0.5
mimachlamys,genus,thermal_tolerance_range,10-15C,0.16666666666666666
mimachlamys,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
mimachlamys,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
mimachlamys,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
mimastrella,genus,thermal_tolerance_range,>15C,1
mimoblennius,genus,thermal_tolerance_range,0-2.5C,0.25
mimoblennius,genus,thermal_tolerance_range,2.5-5C,0.75
mimocalanus,genus,thermal_tolerance_range,2.5-5C,1
minicymbiola,genus,thermal_tolerance_range,2.5-5C,1
minilabrus,genus,thermal_tolerance_range,0-2.5C,1
minipera,genus,thermal_tolerance_range,0-2.5C,1
minnivola,genus,thermal_tolerance_range,2.5-5C,1
minous,genus,thermal_tolerance_range,0-2.5C,0.2
minous,genus,thermal_tolerance_range,2.5-5C,0.4
minous,genus,thermal_tolerance_range,5-7.5C,0.1
minous,genus,thermal_tolerance_range,7.5-10C,0.3
minutella,genus,thermal_tolerance_range,10-15C,1
minyanthura,genus,thermal_tolerance_range,0-2.5C,1
minyichthys,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
minyichthys,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
minysicya,genus,thermal_tolerance_range,5-7.5C,1
mioawateria,genus,thermal_tolerance_range,>15C,1
mipus,genus,thermal_tolerance_range,10-15C,1
mirabilicoxa,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
mirabilicoxa,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
miracia,genus,thermal_tolerance_range,5-7.5C,1
miraclathurella,genus,thermal_tolerance_range,2.5-5C,1
miracorvina,genus,thermal_tolerance_range,2.5-5C,1
mirapecten,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
mirapecten,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
mirocaris,genus,thermal_tolerance_range,0-2.5C,1
mirognathus,genus,thermal_tolerance_range,2.5-5C,1
mirorictus,genus,thermal_tolerance_range,10-15C,1
mirounga,genus,thermal_tolerance_range,7.5-10C,1
mithraculus,genus,thermal_tolerance_range,0-2.5C,0.75
mithraculus,genus,thermal_tolerance_range,2.5-5C,0.25
mithrax,genus,thermal_tolerance_range,2.5-5C,1
mithrodia,genus,thermal_tolerance_range,2.5-5C,1
mitotichthys,genus,thermal_tolerance_range,5-7.5C,1
mitra,genus,thermal_tolerance_range,2.5-5C,1
mitrella,genus,thermal_tolerance_range,0-2.5C,0.2
mitrella,genus,thermal_tolerance_range,2.5-5C,0.7
mitrella,genus,thermal_tolerance_range,7.5-10C,0.1
mitrocomella,genus,thermal_tolerance_range,10-15C,1
mitromorpha,genus,thermal_tolerance_range,0-2.5C,0.5
mitromorpha,genus,thermal_tolerance_range,2.5-5C,0.5
mitsukurina,genus,thermal_tolerance_range,10-15C,1
mixomyrophis,genus,thermal_tolerance_range,10-15C,1
mixtopagurus,genus,thermal_tolerance_range,2.5-5C,1
miyakella,genus,thermal_tolerance_range,2.5-5C,1
mizothenar,genus,thermal_tolerance_range,0-2.5C,1
mizuhopecten,genus,thermal_tolerance_range,10-15C,1
mnemiopsis,genus,thermal_tolerance_range,10-15C,1
mobula,genus,thermal_tolerance_range,10-15C,0.1
mobula,genus,thermal_tolerance_range,2.5-5C,0.2
mobula,genus,thermal_tolerance_range,5-7.5C,0.7
mocosoa,genus,thermal_tolerance_range,2.5-5C,1
modeeria,genus,thermal_tolerance_range,>15C,1
modiolatus,genus,thermal_tolerance_range,5-7.5C,1
modiolula,genus,thermal_tolerance_range,7.5-10C,1
modiolus,genus,thermal_tolerance_range,>15C,0.125
modiolus,genus,thermal_tolerance_range,0-2.5C,0.0625
modiolus,genus,thermal_tolerance_range,10-15C,0.25
modiolus,genus,thermal_tolerance_range,2.5-5C,0.25
modiolus,genus,thermal_tolerance_range,5-7.5C,0.25
modiolus,genus,thermal_tolerance_range,7.5-10C,0.0625
moelleria,genus,thermal_tolerance_range,10-15C,1
moerella,genus,thermal_tolerance_range,10-15C,1
moira,genus,thermal_tolerance_range,5-7.5C,1
mokumea,genus,thermal_tolerance_range,0-2.5C,1
mola,genus,thermal_tolerance_range,>15C,1
molgula,genus,thermal_tolerance_range,>15C,0.16129032258064516
molgula,genus,thermal_tolerance_range,0-2.5C,0.06451612903225806
molgula,genus,thermal_tolerance_range,10-15C,0.16129032258064516
molgula,genus,thermal_tolerance_range,2.5-5C,0.3548387096774194
molgula,genus,thermal_tolerance_range,5-7.5C,0.16129032258064516
molgula,genus,thermal_tolerance_range,7.5-10C,0.0967741935483871
molguloides,genus,thermal_tolerance_range,0-2.5C,0.625
molguloides,genus,thermal_tolerance_range,10-15C,0.125
molguloides,genus,thermal_tolerance_range,2.5-5C,0.125
molguloides,genus,thermal_tolerance_range,5-7.5C,0.125
mollia,genus,thermal_tolerance_range,0-2.5C,0.5
mollia,genus,thermal_tolerance_range,2.5-5C,0.5
molpadia,genus,thermal_tolerance_range,0-2.5C,0.5
molpadia,genus,thermal_tolerance_range,2.5-5C,0.25
molpadia,genus,thermal_tolerance_range,5-7.5C,0.25
molpadiodemas,genus,thermal_tolerance_range,0-2.5C,0.625
molpadiodemas,genus,thermal_tolerance_range,2.5-5C,0.25
molpadiodemas,genus,thermal_tolerance_range,7.5-10C,0.125
molva,genus,thermal_tolerance_range,10-15C,0.3333333333333333
molva,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
molva,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
monacanthus,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
monacanthus,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
monacanthus,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
monachometra,genus,thermal_tolerance_range,>15C,1
monachus,genus,thermal_tolerance_range,0-2.5C,0.5
monachus,genus,thermal_tolerance_range,5-7.5C,0.5
monacilla,genus,thermal_tolerance_range,0-2.5C,0.5
monacilla,genus,thermal_tolerance_range,2.5-5C,0.5
monacoa,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
monacoa,genus,thermal_tolerance_range,10-15C,0.3333333333333333
monacoa,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
monanchora,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
monanchora,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
monanchora,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
monandrocarpa,genus,thermal_tolerance_range,0-2.5C,1
monetaria,genus,thermal_tolerance_range,0-2.5C,0.5
monetaria,genus,thermal_tolerance_range,5-7.5C,0.5
monilea,genus,thermal_tolerance_range,2.5-5C,0.5
monilea,genus,thermal_tolerance_range,5-7.5C,0.5
monocentris,genus,thermal_tolerance_range,10-15C,0.5
monocentris,genus,thermal_tolerance_range,2.5-5C,0.5
monochirus,genus,thermal_tolerance_range,5-7.5C,0.5
monochirus,genus,thermal_tolerance_range,7.5-10C,0.5
monocorophium,genus,thermal_tolerance_range,>15C,0.6666666666666666
monocorophium,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
monoculodes,genus,thermal_tolerance_range,5-7.5C,0.5
monoculodes,genus,thermal_tolerance_range,7.5-10C,0.5
monodactylus,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
monodactylus,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
monodactylus,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
monodaeus,genus,thermal_tolerance_range,7.5-10C,1
monodon,genus,thermal_tolerance_range,10-15C,1
monodonta,genus,thermal_tolerance_range,2.5-5C,0.5
monodonta,genus,thermal_tolerance_range,7.5-10C,0.5
monogamus,genus,thermal_tolerance_range,0-2.5C,1
monognathus,genus,thermal_tolerance_range,0-2.5C,0.8333333333333334
monognathus,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
monolene,genus,thermal_tolerance_range,0-2.5C,0.2222222222222222
monolene,genus,thermal_tolerance_range,10-15C,0.2222222222222222
monolene,genus,thermal_tolerance_range,2.5-5C,0.4444444444444444
monolene,genus,thermal_tolerance_range,7.5-10C,0.1111111111111111
monomitopus,genus,thermal_tolerance_range,>15C,0.4166666666666667
monomitopus,genus,thermal_tolerance_range,10-15C,0.08333333333333333
monomitopus,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
monomitopus,genus,thermal_tolerance_range,5-7.5C,0.16666666666666666
monomitopus,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
monomyces,genus,thermal_tolerance_range,0-2.5C,1
monopenchelys,genus,thermal_tolerance_range,2.5-5C,1
monoplex,genus,thermal_tolerance_range,2.5-5C,1
monoporeia,genus,thermal_tolerance_range,2.5-5C,1
monoporella,genus,thermal_tolerance_range,0-2.5C,1
monostaechas,genus,thermal_tolerance_range,10-15C,1
monostiolum,genus,thermal_tolerance_range,0-2.5C,1
monotaxis,genus,thermal_tolerance_range,2.5-5C,1
montacuta,genus,thermal_tolerance_range,0-2.5C,1
montastraea,genus,thermal_tolerance_range,0-2.5C,1
montipora,genus,thermal_tolerance_range,0-2.5C,0.1864406779661017
montipora,genus,thermal_tolerance_range,2.5-5C,0.7457627118644068
montipora,genus,thermal_tolerance_range,5-7.5C,0.05084745762711865
montipora,genus,thermal_tolerance_range,7.5-10C,0.01694915254237288
moolgarda,genus,thermal_tolerance_range,7.5-10C,1
mooreonuphis,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
mooreonuphis,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
mopalia,genus,thermal_tolerance_range,5-7.5C,0.4
mopalia,genus,thermal_tolerance_range,7.5-10C,0.6
mora,genus,thermal_tolerance_range,10-15C,1
morchellium,genus,thermal_tolerance_range,10-15C,1
mordacia,genus,thermal_tolerance_range,0-2.5C,1
moringua,genus,thermal_tolerance_range,0-2.5C,0.14285714285714285
moringua,genus,thermal_tolerance_range,2.5-5C,0.8571428571428571
morone,genus,thermal_tolerance_range,>15C,0.5
morone,genus,thermal_tolerance_range,7.5-10C,0.5
mortonia,genus,thermal_tolerance_range,7.5-10C,1
morula,genus,thermal_tolerance_range,2.5-5C,1
moruloidea,genus,thermal_tolerance_range,2.5-5C,0.5
moruloidea,genus,thermal_tolerance_range,7.5-10C,0.5
morum,genus,thermal_tolerance_range,0-2.5C,0.25
morum,genus,thermal_tolerance_range,2.5-5C,0.75
mosambicarca,genus,thermal_tolerance_range,2.5-5C,1
muggiaea,genus,thermal_tolerance_range,>15C,1
mugil,genus,thermal_tolerance_range,0-2.5C,0.2
mugil,genus,thermal_tolerance_range,10-15C,0.2
mugil,genus,thermal_tolerance_range,2.5-5C,0.2
mugil,genus,thermal_tolerance_range,5-7.5C,0.4
mugilogobius,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
mugilogobius,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
mugilogobius,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
mulinia,genus,thermal_tolerance_range,10-15C,1
mulloidichthys,genus,thermal_tolerance_range,2.5-5C,0.8571428571428571
mulloidichthys,genus,thermal_tolerance_range,5-7.5C,0.14285714285714285
mullus,genus,thermal_tolerance_range,10-15C,0.3333333333333333
mullus,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
mullus,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
munditiella,genus,thermal_tolerance_range,5-7.5C,1
munida,genus,thermal_tolerance_range,>15C,0.16470588235294117
munida,genus,thermal_tolerance_range,0-2.5C,0.25882352941176473
munida,genus,thermal_tolerance_range,10-15C,0.08235294117647059
munida,genus,thermal_tolerance_range,2.5-5C,0.3764705882352941
munida,genus,thermal_tolerance_range,5-7.5C,0.03529411764705882
munida,genus,thermal_tolerance_range,7.5-10C,0.08235294117647059
munidion,genus,thermal_tolerance_range,>15C,1
munidopsis,genus,thermal_tolerance_range,>15C,0.4186046511627907
munidopsis,genus,thermal_tolerance_range,0-2.5C,0.27906976744186046
munidopsis,genus,thermal_tolerance_range,10-15C,0.06976744186046512
munidopsis,genus,thermal_tolerance_range,2.5-5C,0.09302325581395349
munidopsis,genus,thermal_tolerance_range,7.5-10C,0.13953488372093023
munna,genus,thermal_tolerance_range,0-2.5C,0.07142857142857142
munna,genus,thermal_tolerance_range,10-15C,0.07142857142857142
munna,genus,thermal_tolerance_range,2.5-5C,0.35714285714285715
munna,genus,thermal_tolerance_range,5-7.5C,0.42857142857142855
munna,genus,thermal_tolerance_range,7.5-10C,0.07142857142857142
munnopsis,genus,thermal_tolerance_range,10-15C,1
munnopsurus,genus,thermal_tolerance_range,10-15C,1
muraena,genus,thermal_tolerance_range,0-2.5C,0.1111111111111111
muraena,genus,thermal_tolerance_range,2.5-5C,0.4444444444444444
muraena,genus,thermal_tolerance_range,5-7.5C,0.4444444444444444
muraenesox,genus,thermal_tolerance_range,10-15C,0.5
muraenesox,genus,thermal_tolerance_range,7.5-10C,0.5
muraenichthys,genus,thermal_tolerance_range,0-2.5C,0.6
muraenichthys,genus,thermal_tolerance_range,2.5-5C,0.2
muraenichthys,genus,thermal_tolerance_range,7.5-10C,0.2
muraenoclinus,genus,thermal_tolerance_range,7.5-10C,1
muraenolepis,genus,thermal_tolerance_range,0-2.5C,0.25
muraenolepis,genus,thermal_tolerance_range,2.5-5C,0.5
muraenolepis,genus,thermal_tolerance_range,7.5-10C,0.25
murex,genus,thermal_tolerance_range,>15C,0.14285714285714285
murex,genus,thermal_tolerance_range,2.5-5C,0.5714285714285714
murex,genus,thermal_tolerance_range,5-7.5C,0.2857142857142857
murexsul,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
murexsul,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
muricea,genus,thermal_tolerance_range,>15C,0.25
muricea,genus,thermal_tolerance_range,10-15C,0.125
muricea,genus,thermal_tolerance_range,2.5-5C,0.625
muriceopsis,genus,thermal_tolerance_range,0-2.5C,1
muricodrupa,genus,thermal_tolerance_range,2.5-5C,1
muricopsis,genus,thermal_tolerance_range,0-2.5C,1
murrayona,genus,thermal_tolerance_range,2.5-5C,1
mursia,genus,thermal_tolerance_range,0-2.5C,0.4
mursia,genus,thermal_tolerance_range,10-15C,0.2
mursia,genus,thermal_tolerance_range,2.5-5C,0.2
mursia,genus,thermal_tolerance_range,5-7.5C,0.2
musculus,genus,thermal_tolerance_range,>15C,0.08333333333333333
musculus,genus,thermal_tolerance_range,0-2.5C,0.16666666666666666
musculus,genus,thermal_tolerance_range,10-15C,0.4166666666666667
musculus,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
musculus,genus,thermal_tolerance_range,5-7.5C,0.08333333333333333
musculus,genus,thermal_tolerance_range,7.5-10C,0.08333333333333333
mussa,genus,thermal_tolerance_range,0-2.5C,1
mussismilia,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
mussismilia,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
mustelus,genus,thermal_tolerance_range,>15C,0.04
mustelus,genus,thermal_tolerance_range,0-2.5C,0.08
mustelus,genus,thermal_tolerance_range,10-15C,0.2
mustelus,genus,thermal_tolerance_range,2.5-5C,0.2
mustelus,genus,thermal_tolerance_range,5-7.5C,0.32
mustelus,genus,thermal_tolerance_range,7.5-10C,0.16
muusoctopus,genus,thermal_tolerance_range,>15C,0.5
muusoctopus,genus,thermal_tolerance_range,2.5-5C,0.5
mya,genus,thermal_tolerance_range,10-15C,0.5
mya,genus,thermal_tolerance_range,5-7.5C,0.5
mycedium,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
mycedium,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
mycetophyllia,genus,thermal_tolerance_range,0-2.5C,1
mycteroperca,genus,thermal_tolerance_range,2.5-5C,0.6153846153846154
mycteroperca,genus,thermal_tolerance_range,5-7.5C,0.23076923076923078
mycteroperca,genus,thermal_tolerance_range,7.5-10C,0.15384615384615385
myctophum,genus,thermal_tolerance_range,>15C,0.21428571428571427
myctophum,genus,thermal_tolerance_range,0-2.5C,0.07142857142857142
myctophum,genus,thermal_tolerance_range,10-15C,0.21428571428571427
